'God, 1
thee!', 1
operation, 1
draws, 1
drawer, 1
fellow?, 1
jack, 1
mood, 1
Italy;, 1
to?, 1
shortly, 1
Thou!, 1
beard, 1
hast., 1
cracking, 1
nuts, 1
hazel, 1
quarrel?, 1
quarrels, 1
meat;, 1
beaten, 1
addle, 1
quarrelling., 1
quarrell'd, 1
coughing, 1
wakened, 1
Didst, 1
doublet, 1
Easter, 1
tying, 1
riband?, 1
tutor, 1
quarrelling!, 1
quarter., 1
simple?, 1
simple!, 1
others., 1
den., 1
Couple, 1
something;, 1
occasion., 1
consortest, 1
Consort?, 1
minstrels?, 1
minstrels, 1
discords., 1
fiddlestick;, 1
consort!, 1
haunt, 1
coldly, 1
grievances, 1
Men's, 1
gaze., 1
budge, 1
hang'd, 1
livery., 1
field, 1
he'll, 1
follower!, 1
villain., 1
appertaining, 1
injuries, 1
injur'd, 1
dishonourable, 1
submission!, 1
Alla, 1
stoccata, 1
carries, 1
ratcatcher, 1
walk?, 1
eight., 1
pitcher, 1
Gentle, 1
[They, 1
fight.], 1
Benvolio;, 1
weapons., 1
outrage!, 1
expressly, 1
Forbid, 1
bandying, 1
streets., 1
Mercutio!, 1
Followers]., 1
hurt., 1
sped., 1
nothing?, 1
hurt?, 1
scratch., 1
page?, 1
surgeon., 1
Page.], 1
Courage, 1
door;, 1
'twill, 1
serve., 1
Ask, 1
peppered, 1
rat, 1
braggart, 1
rogue, 1
arithmetic!, 1
arm., 1
worms', 1
soundly, 1
[supported, 1
ally, 1
behalf-, 1
reputation, 1
slander-, 1
effeminate, 1
soft'ned, 1
valour's, 1
aspir'd, 1
fate, 1
moe, 1
depend;, 1
furious, 1
Alive, 1
slain?, 1
respective, 1
lenity, 1
fire-ey'd, 1
'villain', 1
gavest, 1
Staying, 1
consort, 1
Shalt, 1
falls., 1
slain., 1
amaz'd., 1
taken., 1
stay?, 1
Mercutio?, 1
he?, 1
obey., 1
[attended], 1
Wives, 1
[others]., 1
beginners, 1
discover, 1
unlucky, 1
brawl., 1
Prince!, 1
husband!, 1
spill'd, 1
kinsman!, 1
began, 1
bethink, 1
displeasure., 1
this-, 1
uttered, 1
humbly, 1
bow'd-, 1
truce, 1
unruly, 1
spleen, 1
tilts, 1
piercing, 1
breast;, 1
martial, 1
Cold, 1
sends, 1
dexterity, 1
Retorts, 1
aloud, 1
'Hold, 1
friends!, 1
part!', 1
swifter, 1
agile, 1
points, 1
'twixt, 1
rushes;, 1
fled;, 1
entertain'd, 1
revenge, 1
lightning;, 1
fell, 1
Affection, 1
false, 1
strife, 1
justice, 1
give., 1
owe?, 1
concludes, 1
offence, 1
Immediately, 1
interest, 1
hate's, 1
proceeding, 1
a-bleeding;, 1
amerce, 1
pleading, 1
excuses;, 1
prayers, 1
purchase, 1
abuses., 1
last., 1
